15200577	175	150	200	Amaltheenton-Formation
15200578	175	150	200	Numismalismergel-Formation
15200579	175	150	200	Obtususton-Formation
15200580	175	150	200	Arietenkalk-Formation
15200581	175	150	200	Angulatenton-Formation
15200582	175	150	200	Psilonotenton-Formation
15200583	255	230	180	Bodensee-Nagelfluh
15200584	160	200	240	Tabalcon-Kalk
15200585	230	170	150	Bonneville-Sandstein
15200586	220	145	125	Montauban-Mergel
15200587	230	170	150	Montauban-Sandstein
15200588	240	210	100	Mornex-Nagelfluh
15200589	245	235	180	USM-III bis OSM-I
15200590	255	230	195	Loorenkopf-Nagelfluh
15200591	185	190	90	«Pierre Jaune Supérieure»
15200592	185	190	90	«Pierre Jaune Inférieure»
15200593	150	190	120	«Formation de la Chambotte Supérieure»
15200594	150	190	120	«Formation de la Chambotte Inférieure»
15200601	240	175	150	Hornbüel-Melange
15200618	250	240	130	Mümliswil-Süsswasserkalk
15200619	205	210	140	Limnischer Horizont (OMM-I)
15200620	200	150	100	Dardagny-Sandstein
15200621	255	230	180	Napf-Formation, proximale Fazies
15200622	255	230	180	Napf-Formation, distale Fazies
15200623	255	235	190	Le-Locle-Formation
15200624	255	230	180	Le-Verger-Member
15200625	255	230	180	Combe-Girard-Member
15200626	245	235	180	Crêt-du-Locle-Formation
15200627	245	235	180	Crêt-du-Locle-Formation, Mergelfazies
15200628	225	210	145	Gitzigrabe-Grobsandstein
15200629	240	215	70	Trois-Rods-Süsswasserkalk
15200630	240	215	70	Champ-Vuillerat-Süsswasserkalk
15200631	240	220	220	Wolhusen-Bentonit
15200632	210	220	230	Gitzitobel-Süsswasserkalk
15200633	210	220	230	Wissenbach-Süsswasserkalk
15200634	210	220	230	Altbach-Süsswasserkalk
15200635	210	220	230	Tröleten-Süsswasserkalk
15200636	210	220	230	Tschöplihof-Süsswasserkalk
15200637	200	160	115	Lienegg-Formation
15200638	200	160	115	Öligraben-Formation
15200639	240	210	200	Studweid-Formation
15200640	240	215	70	Rossemaison-Formation
15200641	245	150	95	Schwaningen-Merenbach-Rhyolith
15200642	230	135	95	Schwaningen-Weizen-Granit
15200643	220	120	100	Etzgen-Granit
15200644	200	160	115	Karbonatreiche Molasse
15200645	200	160	115	Karbonatreiche Molasse: Kalk-Dolomit-Nagelfluh
15202001	250	225	75	Habkern-Melange
15202002	250	225	75	Sörenberg-Melange
